40
240.108892922,25825.6437821,240.108892922,25825.6437821,800.362976407,6110.23500835
280.127041742,24951.8558672,280.127041742,24951.8558672,840.381125227,387.578995104
280.127041742,6288.33128603,280.127041742,6288.33128603,920.417422868,19.1256158955
240.108892922,1546.70243126,240.108892922,1546.70243126,7803.53901996,8.33403731535
80.0362976407,1113.60433612,80.0362976407,1113.60433612,960.435571688,11.3575243148
40.0181488203,490.942288965,40.0181488203,490.942288965,800.362976407,11.0203579331
200.090744102,351.817076521,200.090744102,351.817076521,7403.35753176,13.3482218109
160.072595281,483.330753801,160.072595281,483.330753801,1040.47186933,12.5064573385
200.090744102,288.929217203,200.090744102,288.929217203,1280.58076225,9.82067386571
120.054446461,467.595453772,120.054446461,467.595453772,7883.5753176,9.04447768416
120.054446461,386.145147521,120.054446461,386.145147521,7003.17604356,10.7354500443
40.0181488203,369.357957447,40.0181488203,369.357957447,8043.64791289,12.3336946984
200.090744102,266.723144422,200.090744102,266.723144422,5402.45009074,9.42866732853
40.0181488203,2624.68870271,40.0181488203,2624.68870271,1000.45372051,186.940945942
200.090744102,32026.6785003,200.090744102,32026.6785003,1000.45372051,72.5252622406
200.090744102,8371.40602028,200.090744102,8371.40602028,1000.45372051,12.7249055066
200.090744102,2126.63935622,200.090744102,2126.63935622,5642.55898367,10.1578787089
80.0362976407,340.299453309,80.0362976407,340.299453309,1000.45372051,7.99858439104
40.0181488203,351.445758327,40.0181488203,351.445758327,7643.46642468,22.3202990214
80.0362976407,446.348723539,80.0362976407,446.348723539,7843.55716878,16.8746133298
200.090744102,174.405402624,200.090744102,174.405402624,7683.4845735,9.54226421015
200.090744102,161.288328955,200.090744102,161.288328955,7163.24863884,10.4612682172
40.0181488203,208.850397223,40.0181488203,208.850397223,1320.59891107,12.9602947475
120.054446461,163.858655159,120.054446461,163.858655159,6763.06715064,9.43725497622
40.0181488203,142.244050775,40.0181488203,142.244050775,1360.61705989,11.3895974745
200.090744102,131.118330637,200.090744102,131.118330637,7163.24863884,7.72324277938
80.0362976407,612.712305299,80.0362976407,612.712305299,800.362976407,24.5751809102
280.127041742,38630.9081622,280.127041742,38630.9081622,920.417422868,2091.74654058
280.127041742,10036.5810842,280.127041742,10036.5810842,920.417422868,54.9298716981
280.127041742,2424.43953903,280.127041742,2424.43953903,6803.08529946,8.96123272834
280.127041742,551.869494868,280.127041742,551.869494868,5402.45009074,8.60431122106
80.0362976407,162.13975963,80.0362976407,162.13975963,960.435571688,12.0341771313
40.0181488203,211.173356431,40.0181488203,211.173356431,5162.34119782,12.7426970981
80.0362976407,132.957802865,80.0362976407,132.957802865,8003.62976407,12.8455508066
40.0181488203,276.907263772,40.0181488203,276.907263772,6803.08529946,13.2247428413
80.0362976407,122.830999011,80.0362976407,122.830999011,5042.28675136,10.7938090848
80.0362976407,111.080152549,80.0362976407,111.080152549,4722.1415608,11.7846282627
40.0181488203,186.163740886,40.0181488203,186.163740886,1040.47186933,22.7444087475
80.0362976407,109.488255705,80.0362976407,109.488255705,6763.06715064,27.4816407475
40.0181488203,231.911107698,40.0181488203,231.911107698,5082.30490018,15.049730252
200.090744102,46729.8910707,200.090744102,46729.8910707,1080.49001815,566.1657097
200.090744102,13587.8172259,200.090744102,13587.8172259,1000.45372051,13.7038803104
