40
19008.6206897,0.436881654621,40.0181488203,0.0829832674453,19008.6206897,0.436881654621
20649.3647913,0.838494294484,360.163339383,0.0405579360584,20649.3647913,0.838494294484
18528.4029038,0.662366739122,360.163339383,0.0639716564474,18528.4029038,0.662366739122
19048.6388385,1.08962943911,360.163339383,0.0715639413632,19048.6388385,1.08962943911
20649.3647913,0.983473184918,320.145190563,0.0550937095783,20649.3647913,0.983473184918
18768.5117967,1.04246287069,160.072595281,0.059648140639,18768.5117967,1.04246287069
20449.2740472,1.9376035083,240.108892922,0.0476401786855,20449.2740472,1.9376035083
21009.5281307,1.03555006501,40.0181488203,0.0501169575366,21009.5281307,1.03555006501
19088.6569873,1.1743262342,40.0181488203,0.0761343072196,19088.6569873,1.1743262342
21929.9455535,1.04395120764,40.0181488203,0.963149680818,21929.9455535,1.04395120764
720.326678766,399.852721951,360.163339383,395.783661041,800.362976407,267.50762128
440.199637024,1539.40379247,360.163339383,737.455213976,800.362976407,397.490061613
560.254083485,2373.73655591,360.163339383,1278.67776635,800.362976407,1115.71091327
400.181488203,1986.79218794,360.163339383,1620.18691208,800.362976407,1829.48411393
760.344827586,2204.26178855,360.163339383,1135.99134461,800.362976407,2164.16790775
560.254083485,3634.77234657,360.163339383,1382.53550379,800.362976407,2348.07644438
800.362976407,2365.25254517,360.163339383,1701.76254898,800.362976407,2365.25254517
440.199637024,3544.7048399,360.163339383,2313.98190209,800.362976407,2155.49210678
560.254083485,2105.90045544,360.163339383,1307.27616561,800.362976407,1756.66036279
480.217785844,2286.13583041,360.163339383,993.909152965,840.381125227,750.062618698
520.235934664,2765.24644106,320.145190563,777.711914619,800.362976407,677.897364262
400.181488203,2173.48109613,360.163339383,1958.50901545,800.362976407,777.448420583
440.199637024,3121.74304504,360.163339383,2314.04511683,800.362976407,1206.3573777
400.181488203,1680.71463787,360.163339383,1501.14185786,800.362976407,1587.70203043
800.362976407,1724.87397697,360.163339383,879.319400619,800.362976407,1724.87397697
600.272232305,1660.98870309,320.145190563,692.431997379,800.362976407,1449.03649247
400.181488203,1695.92061031,360.163339383,1632.49324309,800.362976407,1075.86829962
400.181488203,2662.11374948,360.163339383,2261.61935237,800.362976407,622.168984821
440.199637024,2397.98553053,360.163339383,1748.39285652,880.399274047,238.671371404
480.217785844,1365.92572492,320.145190563,888.879236233,880.399274047,315.911149943
520.235934664,1962.1934142,360.163339383,1202.51553572,800.362976407,643.891922174
440.199637024,2750.70313777,360.163339383,2144.53798421,800.362976407,1129.27716651
440.199637024,2448.40582777,360.163339383,2026.79063872,800.362976407,1682.62863782
400.181488203,1599.16204607,360.163339383,1479.17672012,800.362976407,1354.38954696
760.344827586,1821.76402479,320.145190563,793.739523056,800.362976407,1725.84595448
760.344827586,1695.21652863,360.163339383,1038.78159899,800.362976407,1611.98188822
400.181488203,2927.81149729,360.163339383,2528.65458629,800.362976407,1198.28783533
440.199637024,3502.31983529,360.163339383,2859.75739369,840.381125227,748.536000123
400.181488203,2898.97934776,360.163339383,2448.17362481,840.381125227,799.345562397
760.344827586,1680.01546207,360.163339383,1082.06387871,800.362976407,1598.17557434
760.344827586,2124.68126082,320.145190563,876.914900521,800.362976407,2096.70816472
760.344827586,2243.89961192,360.163339383,1971.9700429,800.362976407,2233.35704089
400.181488203,2933.79335698,360.163339383,2504.51521913,800.362976407,2244.29739732
760.344827586,2566.36508407,360.163339383,2095.65191073,800.362976407,2460.13195937
800.362976407,2190.81255297,360.163339383,751.255253395,800.362976407,2190.81255297
760.344827586,1788.39660462,360.163339383,1337.09004553,800.362976407,1739.01081385
440.199637024,3300.61105085,360.163339383,2372.66185314,800.362976407,897.132655002
400.181488203,2139.20887407,360.163339383,1765.03336927,800.362976407,1143.67884904
680.308529946,1969.76942871,360.163339383,1220.94234244,800.362976407,1200.70379438
760.344827586,2245.01931969,320.145190563,491.255111524,800.362976407,2094.94382578
760.344827586,2776.67975503,360.163339383,1198.90753754,800.362976407,2517.98972877
440.199637024,3153.50352142,360.163339383,2153.63752323,800.362976407,2397.86402047
720.326678766,2949.98477106,360.163339383,1392.36832136,800.362976407,2497.93679134
680.308529946,2930.9598196,320.145190563,692.437721542,800.362976407,2144.71374612
680.308529946,2905.0149499,360.163339383,1100.22222846,800.362976407,1949.26020027
720.326678766,2716.26943645,360.163339383,1741.61757061,800.362976407,1940.86084667
720.326678766,2458.17432998,360.163339383,1571.19790929,800.362976407,1672.86957528
720.326678766,2349.3096188,360.163339383,742.547239826,800.362976407,1534.94034491
680.308529946,2273.0882052,320.145190563,488.805367827,800.362976407,1136.05881627
680.308529946,2453.84773028,360.163339383,911.6901495,800.362976407,1296.81070859
680.308529946,2507.435918,360.163339383,1105.75255422,800.362976407,1587.59759339
720.326678766,3110.8164997,360.163339383,1861.13862266,800.362976407,2601.48652604
720.326678766,3568.05818626,360.163339383,610.62449038,800.362976407,2970.93434038
720.326678766,3262.42638473,360.163339383,1006.28259515,800.362976407,2717.12697109
